overall_qual,age,exter_qual,bsmt_qual,total_bsmt_sf,heating_qc,1st_flr_sf,gr_liv_area,total_bath,kitchen_qual,fireplace_qu,garage_cars,house_style,exterior_1st,mas_vnr_type,foundation,garage_type,overall_qual*overall_qual,overall_qual*gr_liv_area,exter_qual*1st_flr_sf,total_bsmt_sf*kitchen_qual,mas_vnr_area,lot_area,bsmtfin_type_1,ms_zoning,lot_config,saleprice
6,53,3,3,1000.0,3,1068,1609,1.5,3,0,1.0,1.5Fin,MetalSd,None,CBlock,Attchd,36,9654,3204,3000.0,0.0,9525,2,RL,Inside,149900
7,58,3,3,672.0,4,1195,1668,1.5,4,0,1.0,1.5Fin,Wd Sdng,None,CBlock,Attchd,49,11676,3585,2688.0,0.0,7425,1,RM,Corner,108000
5,33,3,4,924.0,3,924,924,1.0,3,0,1.0,1Story,HdBoard,None,CBlock,Detchd,25,4620,2772,2772.0,0.0,7990,1,RL,Inside,110000
6,29,3,4,561.0,3,561,1229,1.5,3,3,2.0,2Story,MetalSd,None,CBlock,Attchd,36,7374,1683,1683.0,0.0,1300,5,RM,Inside,124000
7,0,4,5,1352.0,5,1352,1352,3.0,4,4,2.0,1Story,VinylSd,None,PConc,Attchd,49,9464,5408,5408.0,0.0,3606,6,FV,Inside,194000
5,39,3,3,948.0,3,948,948,1.0,3,0,1.0,1Story,Plywood,None,PConc,Attchd,25,4740,2844,2844.0,0.0,8978,1,RL,Corner,108000
5,48,3,3,864.0,3,864,864,1.0,3,0,1.0,1Story,Wd Sdng,None,CBlock,Attchd,25,4320,2592,2592.0,0.0,9079,4,RL,Inside,122000
7,25,4,4,430.0,3,880,1700,3.5,4,0,1.0,1.5Fin,VinylSd,None,PConc,Basment,49,11900,3520,1720.0,0.0,1700,6,RL,Inside,148400
5,51,3,3,1276.0,3,1276,1276,1.0,3,0,1.0,1Story,BrkComm,None,CBlock,Attchd,25,6380,3828,3828.0,0.0,9571,1,RL,Inside,60000
7,14,4,4,1602.0,5,1626,1626,3.5,4,3,2.0,1Story,HdBoard,BrkFace,PConc,Attchd,49,11382,6504,6408.0,251.0,9938,6,RL,Inside,226500
2,56,3,3,480.0,3,480,480,1.0,3,0,1.0,1Story,AsbShng,None,CBlock,Detchd,4,960,1440,1440.0,0.0,9000,4,C (all),Inside,35311
5,24,3,3,864.0,3,889,889,1.0,3,0,2.0,1Story,HdBoard,None,CBlock,Attchd,25,4445,2667,2592.0,0.0,12395,5,RL,Corner,137500
6,31,3,3,1029.0,3,1117,1117,2.0,3,2,2.0,SLvl,Plywood,None,CBlock,Attchd,36,6702,3351,3087.0,0.0,9638,5,RL,CulDSac,147000
8,1,4,5,1117.0,5,1132,2452,3.5,4,4,3.0,2Story,VinylSd,Stone,PConc,BuiltIn,64,19616,4528,4468.0,132.0,13418,1,RL,Inside,309000
7,0,4,4,1803.0,3,2365,2365,3.0,5,4,2.0,1Story,BrkFace,None,CBlock,Attchd,49,16555,9460,9015.0,0.0,17597,6,RL,Inside,315000
5,0,3,3,912.0,5,912,912,2.0,4,0,2.0,1Story,VinylSd,BrkFace,CBlock,Detchd,25,4560,2736,3648.0,300.0,8872,5,RL,Corner,147000
8,0,4,4,1520.0,5,1567,1567,3.0,5,4,3.0,1Story,VinylSd,None,PConc,Attchd,64,12536,6268,7600.0,0.0,3982,6,RL,Inside,264561
5,52,3,3,384.0,3,1360,1360,1.0,3,3,2.0,SLvl,MetalSd,None,CBlock,Detchd,25,6800,4080,1152.0,0.0,7134,5,RL,Inside,130000
6,7,4,4,756.0,5,769,1525,2.5,4,3,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,36,9150,3076,3024.0,456.0,2117,6,FV,Inside,177000
7,2,3,4,1073.0,5,1073,1073,3.0,3,0,1.0,1Story,VinylSd,None,PConc,Detchd,49,7511,3219,3219.0,0.0,5500,6,RL,Inside,157000
5,38,3,3,1051.0,3,1159,1159,1.5,3,2,1.0,1Story,Plywood,BrkFace,CBlock,Attchd,25,5795,3477,3153.0,188.0,11553,4,RL,Inside,158000
4,52,3,3,1190.0,4,1040,1540,2.0,2,0,1.0,1.5Fin,MetalSd,None,PConc,Detchd,16,6160,3120,2380.0,0.0,7150,3,RL,Inside,115000
5,30,3,4,894.0,3,894,894,2.0,3,0,1.0,1Story,Plywood,None,CBlock,Detchd,25,4470,2682,2682.0,0.0,6285,2,RL,Inside,120750
7,10,4,4,814.0,5,814,1674,3.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,49,11718,3256,3256.0,0.0,7500,6,FV,Inside,216000
4,37,3,3,546.0,2,546,1092,1.5,3,0,1.0,2Story,CemntBd,BrkFace,CBlock,Attchd,16,4368,1638,1638.0,80.0,2001,1,RM,Inside,75000
6,34,3,3,1430.0,3,1430,1430,2.5,3,3,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,36,8580,4290,4290.0,144.0,19508,5,RL,Inside,192000
6,28,3,3,960.0,2,1040,1040,2.0,3,2,2.0,SLvl,HdBoard,BrkFace,CBlock,Detchd,36,6240,3120,2880.0,200.0,7176,6,RL,CulDSac,160500
7,0,4,4,1494.0,5,1494,1494,2.0,4,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,49,10458,5976,5976.0,306.0,10652,1,RL,Inside,279500
5,45,3,4,981.0,3,1075,1075,2.0,4,0,2.0,SFoyer,HdBoard,None,CBlock,Detchd,25,5375,3225,3924.0,0.0,11235,5,RL,Corner,148000
5,3,3,3,992.0,5,992,992,2.0,4,0,1.0,1Story,HdBoard,None,CBlock,Attchd,25,4960,2976,3968.0,0.0,10265,5,RL,Inside,145000
8,13,4,4,1338.0,5,1352,2520,3.5,4,3,3.0,2Story,MetalSd,None,PConc,Attchd,64,20160,5408,5352.0,0.0,14541,6,RL,Corner,310000
6,43,3,3,1083.0,3,1146,1146,1.5,3,4,1.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,36,6876,3438,3249.0,379.0,10184,5,RL,Inside,165000
8,4,4,4,1629.0,5,1686,2448,3.5,4,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,19584,6744,6516.0,528.0,46589,6,RL,CulDSac,402000
7,3,4,4,1026.0,5,1026,1958,2.5,4,4,3.0,2Story,CemntBd,None,PConc,Attchd,49,13706,4104,4104.0,0.0,10625,1,FV,Inside,250000
9,1,5,5,1560.0,5,1565,1565,3.0,5,4,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,81,14085,7825,7800.0,278.0,5911,6,RL,Inside,282500
8,4,4,4,1595.0,5,1595,1595,2.0,4,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,12760,6380,6380.0,226.0,8987,1,RL,Inside,221500
4,11,3,4,1680.0,4,1680,1680,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,16,6720,5040,6720.0,0.0,17871,1,RL,Inside,170000
6,42,2,3,1040.0,4,1040,1040,2.0,3,1,2.0,1Story,HdBoard,None,CBlock,Attchd,36,6240,2080,3120.0,0.0,11500,4,RL,Inside,163000
8,12,4,4,1318.0,5,1328,2531,2.5,4,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,20248,5312,5272.0,513.0,12257,2,RL,Inside,290000
8,10,4,4,1325.0,5,1335,2538,2.5,4,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,20304,5340,5300.0,526.0,9044,6,RL,Inside,330000
6,36,3,3,483.0,3,483,987,2.5,3,0,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,36,5922,1449,1449.0,504.0,1680,4,RM,Inside,111000
6,7,3,4,840.0,5,840,1755,3.5,3,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,36,10530,2520,2520.0,148.0,9468,6,RL,CulDSac,214000
5,55,3,3,1152.0,3,1152,1152,1.5,3,0,2.0,1Story,MetalSd,BrkFace,CBlock,Detchd,25,5760,3456,3456.0,84.0,9373,3,RL,Corner,137500
7,6,4,4,926.0,5,1016,1884,3.5,5,5,2.0,2Story,CemntBd,None,PConc,Attchd,49,13188,4064,4630.0,0.0,7000,6,FV,Inside,240900
7,18,4,4,750.0,5,1061,1923,3.5,4,3,2.0,2Story,HdBoard,None,PConc,Attchd,49,13461,4244,3000.0,0.0,10186,6,RL,Inside,190000
7,7,4,4,1569.0,5,1611,1611,3.0,4,0,3.0,1Story,VinylSd,None,PConc,Attchd,49,11277,6444,6276.0,0.0,11664,6,RL,Corner,250000
5,3,4,4,1437.0,3,1437,1437,3.0,4,2,2.0,1Story,Plywood,None,CBlock,Attchd,25,7185,5748,5748.0,0.0,10768,5,RL,Corner,218000
7,14,4,4,1148.0,5,1091,2075,3.5,4,4,2.0,2Story,MetalSd,BrkFace,PConc,Attchd,49,14525,4364,4592.0,194.0,10530,6,RL,Inside,255000
7,0,4,4,1670.0,5,1670,1670,2.0,4,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,11690,6680,6680.0,27.0,14859,1,RL,CulDSac,240000
8,0,4,4,2140.0,5,2140,2140,2.5,4,0,3.0,1Story,CemntBd,None,PConc,Attchd,64,17120,8560,8560.0,0.0,10481,1,RL,Inside,360000
5,9,3,3,1219.0,4,1265,1265,2.5,4,4,2.0,SLvl,BrkFace,None,PConc,Attchd,25,6325,3795,4876.0,0.0,9350,5,RL,Inside,179900
8,6,4,5,1267.0,5,1312,1312,2.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,10496,5248,5068.0,86.0,6718,6,RL,Inside,180500
7,9,3,5,1168.0,5,1168,2787,7.0,3,3,4.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,49,19509,3504,3504.0,23.0,11855,6,RL,Inside,269500
7,4,4,4,847.0,5,847,1733,2.5,4,4,2.0,2Story,VinylSd,None,PConc,BuiltIn,49,12131,3388,3388.0,0.0,12394,1,RL,Corner,225000
6,57,3,3,720.0,4,720,1215,1.0,4,0,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,36,7290,2160,2880.0,0.0,7000,5,RM,Corner,141000
9,1,5,5,1739.0,5,1743,1743,3.0,5,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,81,15687,8715,8695.0,284.0,10367,6,RL,Inside,335000
5,6,4,4,1026.0,5,1026,1026,2.5,3,0,1.0,1Story,CemntBd,None,CBlock,Attchd,25,5130,4104,3078.0,0.0,15240,6,RL,FR2,150000
9,19,4,5,1842.0,4,1842,1842,2.5,4,4,3.0,1Story,WdShing,None,CBlock,Attchd,81,16578,7368,7368.0,0.0,50271,6,RL,Inside,385000
7,19,3,3,768.0,3,1186,1986,2.5,3,2,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,49,13902,3558,2304.0,176.0,13600,4,RL,Inside,205000
7,4,4,4,1187.0,5,1208,1208,3.0,4,0,2.0,1Story,VinylSd,Stone,PConc,Attchd,49,8456,4832,4748.0,24.0,6762,6,RL,Inside,206000
7,3,4,4,1422.0,5,1422,1422,2.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,9954,5688,5688.0,106.0,8500,1,RL,FR2,179600
4,55,3,2,836.0,3,1220,1220,1.0,3,0,2.0,1Story,Wd Sdng,None,CBlock,Detchd,16,4880,3660,2508.0,0.0,8877,2,RL,Inside,102000
5,31,3,4,1126.0,3,1126,1126,2.5,5,0,2.0,1Story,VinylSd,None,PConc,Attchd,25,5630,3378,5630.0,0.0,15611,5,RL,Corner,175000
5,5,3,3,1015.0,4,1384,1384,2.0,3,0,2.0,1Story,Wd Sdng,None,CBlock,Attchd,25,6920,4152,3045.0,0.0,13300,3,RL,Inside,159000
6,32,3,3,1127.0,3,1127,1127,2.0,3,1,2.0,1Story,HdBoard,BrkFace,CBlock,Detchd,36,6762,3381,3381.0,84.0,6500,4,RL,Inside,135000
6,34,3,3,994.0,4,1216,1855,2.0,3,0,1.0,1.5Fin,Wd Sdng,None,CBlock,Attchd,36,11130,3648,2982.0,0.0,9525,3,RL,Inside,136900
5,12,3,3,912.0,3,1236,1236,1.0,3,3,1.0,1Story,HdBoard,None,CBlock,Attchd,25,6180,3708,2736.0,0.0,6993,4,RL,Inside,135000
8,10,4,4,1252.0,5,1268,2365,3.5,4,4,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,18920,5072,5008.0,673.0,9430,6,RL,Inside,337000
6,22,3,3,1054.0,3,1512,2654,3.5,4,4,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,36,15924,4536,4216.0,220.0,11029,4,RL,Corner,250000
8,12,4,4,1236.0,5,1236,2340,3.5,4,4,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,18720,4944,4944.0,402.0,14311,6,RL,FR3,306000
7,1,4,4,689.0,5,703,1392,2.0,4,0,2.0,2Story,VinylSd,None,PConc,Detchd,49,9744,2812,2756.0,0.0,3604,1,FV,Corner,146000
6,57,3,3,1138.0,4,1138,2180,1.5,3,4,2.0,1.5Fin,MetalSd,None,CBlock,Detchd,36,13080,3414,3414.0,0.0,10320,2,RM,Inside,161000
6,9,3,3,1610.0,4,1610,1610,3.0,4,3,2.0,1Story,Plywood,BrkFace,PConc,Attchd,36,9660,4830,6440.0,28.0,10603,5,RL,Inside,205000
7,22,4,4,1277.0,4,1501,1501,3.0,4,3,2.0,1Story,VinylSd,BrkFace,CBlock,Attchd,49,10507,6004,5108.0,340.0,4084,6,RL,Inside,241500
4,46,3,3,1029.0,4,1029,1029,2.0,3,0,1.0,1Story,VinylSd,BrkCmn,CBlock,Attchd,16,4116,3087,3087.0,192.0,7943,3,RL,Inside,118500
5,48,3,3,1062.0,5,1352,1352,1.5,4,0,1.0,SLvl,Wd Sdng,BrkFace,CBlock,BuiltIn,25,6760,4056,4248.0,120.0,6930,4,RL,Inside,130000
5,57,3,3,808.0,5,1072,1072,1.0,3,4,2.0,1Story,VinylSd,Stone,CBlock,Detchd,25,5360,3216,2424.0,279.0,7200,1,RM,Inside,130000
10,0,5,5,1850.0,5,1850,2698,3.5,5,4,3.0,2Story,VinylSd,Stone,PConc,Attchd,100,26980,9250,9250.0,734.0,16052,6,RL,CulDSac,535000
5,47,3,3,912.0,4,912,912,1.5,3,0,1.0,1Story,VinylSd,BrkFace,CBlock,Attchd,25,4560,2736,2736.0,60.0,7150,2,RL,Inside,123000
7,43,3,3,624.0,5,730,1450,1.0,3,0,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,49,10150,2190,1872.0,0.0,5350,4,RM,Corner,132000
5,38,3,3,1073.0,5,1073,1073,1.0,3,0,1.0,1Story,MetalSd,None,BrkTil,Detchd,25,5365,3219,3219.0,0.0,5400,1,RL,Corner,108480
5,39,3,3,1176.0,3,1458,1458,2.5,3,3,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,25,7290,4374,3528.0,450.0,9535,4,RL,Inside,165000
7,1,4,4,1461.0,5,1486,1486,2.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10402,5944,5844.0,170.0,7441,1,RL,Inside,181000
5,48,3,3,552.0,3,904,1774,2.0,3,3,1.0,SLvl,HdBoard,None,CBlock,Attchd,25,8870,2712,1656.0,0.0,15400,1,RL,Inside,165000
5,41,3,3,864.0,3,864,1479,2.0,3,0,1.0,1.5Fin,HdBoard,None,CBlock,Attchd,25,7395,2592,2592.0,0.0,10544,4,RL,Inside,161000
8,0,4,4,1504.0,5,1504,1504,2.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,12032,6016,6016.0,60.0,10936,1,RL,Corner,199000
7,7,4,4,817.0,5,824,1894,3.5,4,4,2.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,49,13258,3296,3268.0,44.0,11316,6,RL,Corner,214900
8,0,4,4,1278.0,5,1278,1278,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,64,10224,5112,5112.0,0.0,8640,6,FV,Inside,198600
8,8,4,4,1141.0,4,1165,2263,2.5,4,3,2.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,64,18104,4660,4564.0,650.0,12090,1,RL,Corner,258000
7,9,3,5,1168.0,5,1168,2787,7.0,3,3,4.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,49,19509,3504,3504.0,23.0,7939,6,RL,Inside,269500
6,16,3,4,1302.0,5,1302,1302,2.5,4,0,1.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,36,7812,3906,5208.0,108.0,9350,2,RL,Inside,158000
8,7,4,4,408.0,5,779,1419,3.5,4,3,2.0,SLvl,VinylSd,None,PConc,BuiltIn,64,11352,3116,1632.0,0.0,7750,6,RL,Inside,184100
6,36,3,3,1625.0,3,1220,1220,2.5,3,3,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,36,7320,3660,4875.0,176.0,13001,5,RL,Inside,170000
6,23,3,3,572.0,4,1182,1982,3.5,3,3,2.0,SLvl,VinylSd,BrkFace,CBlock,BuiltIn,36,11892,3546,1716.0,242.0,13607,5,RL,Inside,208000
6,6,4,4,848.0,5,848,848,2.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,36,5088,3392,3392.0,170.0,4435,6,RM,Inside,140000
8,1,5,5,1596.0,5,1648,1648,3.5,5,4,2.0,1Story,CemntBd,Stone,PConc,Attchd,64,13184,8240,7980.0,174.0,3843,6,RM,Inside,230000
8,19,4,4,1337.0,4,1337,1337,3.0,4,3,2.0,1Story,HdBoard,None,PConc,Attchd,64,10696,5348,5348.0,0.0,5950,6,RL,Inside,188500
5,56,3,4,901.0,3,1125,1717,1.5,3,4,1.0,1.5Fin,Wd Sdng,None,CBlock,Attchd,25,8585,3375,2703.0,0.0,12400,4,RL,Inside,194000
5,50,3,3,1104.0,4,1104,1104,2.0,3,0,1.0,1Story,MetalSd,None,CBlock,Attchd,25,5520,3312,3312.0,0.0,10425,3,RL,Inside,133000
5,31,3,4,907.0,3,907,907,1.0,3,0,1.0,1Story,MetalSd,BrkFace,BrkTil,Attchd,25,4535,2721,2721.0,76.0,16269,6,RL,CulDSac,140000
7,8,4,4,782.0,5,782,1652,2.5,4,0,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,11564,3128,3128.0,120.0,8998,6,RL,Inside,207500
6,12,3,3,932.0,4,1271,2640,2.5,4,3,2.0,2Story,MetalSd,BrkFace,PConc,Attchd,36,15840,3813,3728.0,256.0,10400,1,RL,Inside,256900
5,57,3,3,735.0,4,735,1034,1.0,3,0,1.0,1.5Fin,MetalSd,None,CBlock,Detchd,25,5170,2205,2205.0,0.0,10134,1,RL,Inside,109000
5,30,3,0,0.0,3,1513,1513,2.0,3,0,2.0,1Story,HdBoard,None,Slab,Attchd,25,7565,4539,0.0,0.0,7007,0,RL,Inside,113722
8,3,4,5,1498.0,5,1498,1498,2.0,4,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,64,11984,5992,5992.0,76.0,11645,6,RL,Inside,237000
5,44,3,3,1053.0,4,1053,1053,2.0,4,0,2.0,1Story,MetalSd,None,CBlock,2Types,25,5265,3159,4212.0,0.0,8250,5,RL,Corner,142100
6,52,3,3,1178.0,4,1293,1293,3.0,3,0,2.0,1Story,Wd Sdng,Stone,CBlock,Attchd,36,7758,3879,3534.0,28.0,11027,4,RL,Inside,149900
9,1,5,5,2020.0,5,2020,2020,3.0,5,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,81,18180,10100,10100.0,450.0,12350,6,RL,Inside,404000
7,8,3,3,1438.0,3,1900,2448,4.0,3,4,2.0,2Story,Plywood,None,CBlock,Attchd,49,17136,5700,4314.0,0.0,18275,5,RL,Inside,277500
6,25,4,4,741.0,3,977,1732,2.5,4,3,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,36,10392,3908,2964.0,336.0,9206,1,RL,Inside,178000
8,3,4,4,1324.0,5,1324,1324,3.0,4,4,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,64,10592,5296,5296.0,176.0,6240,6,RL,Inside,254000
2,40,3,2,678.0,3,832,832,1.0,3,4,2.0,1Story,AsbShng,None,BrkTil,Detchd,4,1664,2496,2034.0,0.0,9656,1,RM,Inside,12789
7,11,3,4,1237.0,4,1253,1253,2.0,3,3,2.0,1Story,HdBoard,BrkFace,PConc,Attchd,49,8771,3759,3711.0,38.0,7875,1,RL,Inside,176000
9,0,3,5,1249.0,5,1249,2596,3.5,4,0,3.0,2Story,VinylSd,Stone,PConc,Attchd,81,23364,3747,4996.0,370.0,16259,1,RL,Corner,342643
5,40,3,3,876.0,3,902,902,1.0,3,0,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,25,4510,2706,2628.0,75.0,6173,6,RL,Inside,125500
6,19,3,4,1495.0,5,1495,1495,2.0,3,3,2.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,36,8970,4485,4485.0,128.0,12890,1,RL,Inside,150000
8,0,5,4,1574.0,5,1584,1584,2.0,5,4,2.0,1Story,CemntBd,None,PConc,Attchd,64,12672,7920,7870.0,0.0,10440,1,FV,Corner,261329
4,54,3,3,1105.0,4,1647,1647,2.0,3,2,1.0,1Story,VinylSd,None,CBlock,Attchd,16,6588,4941,3315.0,0.0,9532,4,RL,Inside,153000
7,0,4,5,1258.0,5,1258,1258,2.0,4,4,3.0,1Story,WdShing,BrkFace,PConc,Attchd,49,8806,5032,5032.0,72.0,3922,1,RL,Inside,172500
6,4,3,3,698.0,5,698,1396,1.0,3,0,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,36,8376,2094,2094.0,0.0,8730,1,RL,Inside,153575
5,0,4,3,837.0,5,1001,1001,1.0,4,0,1.0,1Story,MetalSd,None,BrkTil,Detchd,25,5005,4004,3348.0,0.0,6060,5,C (all),Inside,124900
9,0,5,5,2121.0,5,2121,2121,2.5,5,5,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,81,19089,10605,10605.0,315.0,14450,1,RL,Inside,415298
6,59,2,3,972.0,5,1044,1480,1.0,3,0,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,36,8880,2088,2916.0,0.0,5400,1,RM,Inside,119000
8,1,4,4,1588.0,5,1588,1588,2.0,4,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,64,12704,6352,6352.0,410.0,10000,1,RL,Inside,227000
5,2,4,3,1053.0,5,1053,1053,2.5,4,0,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,25,5265,4212,4212.0,54.0,10007,5,RL,Inside,145500
3,56,3,2,492.0,3,492,492,2.0,3,0,1.0,1Story,AsbShng,None,BrkTil,Detchd,9,1476,1476,1476.0,0.0,7830,2,RM,Inside,61500
7,37,3,3,1851.0,4,1851,1851,2.0,3,3,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,49,12957,5553,5553.0,434.0,11727,1,RL,Corner,192100
6,44,3,3,698.0,5,754,1403,2.5,3,0,1.0,2Story,MetalSd,None,CBlock,Detchd,36,8418,2262,2094.0,0.0,10320,3,RM,Inside,116000
6,49,3,3,588.0,5,1138,1138,1.5,3,0,1.0,SLvl,VinylSd,BrkFace,CBlock,Attchd,36,6828,3414,1764.0,63.0,10482,6,RL,Inside,145000
9,6,4,5,2452.0,5,2452,2452,4.0,5,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,81,22068,9808,12260.0,724.0,15274,6,RL,Corner,445000
5,1,3,4,1040.0,3,1040,1040,2.0,4,0,2.0,1Story,HdBoard,None,CBlock,Detchd,25,5200,3120,4160.0,0.0,8800,2,RL,Inside,150500
6,16,3,4,763.0,4,763,1655,2.5,3,3,2.0,2Story,HdBoard,None,PConc,Attchd,36,9930,2289,2289.0,0.0,10000,1,RL,Corner,175900
6,35,3,3,1116.0,5,1116,1116,3.0,3,3,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,36,6696,3348,3348.0,196.0,10140,5,RL,Inside,167900
7,0,4,4,879.0,5,879,1863,2.5,4,4,3.0,2Story,VinylSd,None,PConc,BuiltIn,49,13041,3516,3516.0,0.0,14054,1,RL,Inside,219210
6,18,4,4,1055.0,5,1055,1845,2.5,4,3,2.0,2Story,Wd Sdng,None,PConc,Attchd,36,11070,4220,4220.0,0.0,11218,1,RL,Inside,189000
5,51,3,3,1176.0,3,1176,1176,2.0,3,4,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,25,5880,3528,3528.0,143.0,8856,5,RL,Inside,136500
5,2,3,3,864.0,5,892,892,2.0,4,0,1.0,1Story,HdBoard,BrkFace,CBlock,Detchd,25,4460,2676,3456.0,47.0,7800,4,RL,Inside,137900
5,3,3,3,1022.0,3,1022,1022,2.0,3,0,1.0,1Story,MetalSd,None,BrkTil,Detchd,25,5110,3066,3066.0,0.0,7200,5,RM,Inside,85000
5,55,3,3,2136.0,3,2136,2136,2.0,3,0,2.0,1Story,Wd Sdng,BrkFace,CBlock,Detchd,25,10680,6408,6408.0,44.0,10680,2,RL,Inside,137900
6,10,3,4,926.0,5,926,1604,2.5,3,0,2.0,2Story,VinylSd,None,PConc,Attchd,36,9624,2778,2778.0,0.0,9535,6,RL,Inside,195500
6,60,3,4,806.0,3,841,1647,2.5,2,0,1.0,2Story,Wd Sdng,None,PConc,Detchd,36,9882,2523,1612.0,0.0,6858,1,RL,Corner,128000
5,1,3,3,864.0,5,864,864,2.0,4,3,1.0,1Story,Wd Sdng,None,CBlock,Detchd,25,4320,2592,3456.0,0.0,8100,5,RL,Inside,135000
5,33,3,3,1076.0,3,1076,1076,1.5,3,2,2.0,1Story,HdBoard,BrkFace,CBlock,Detchd,25,5380,3228,3228.0,176.0,9216,5,RL,Inside,143195
5,48,3,3,742.0,3,779,935,1.0,3,0,1.0,1Story,VinylSd,None,BrkTil,Detchd,25,4675,2337,2226.0,0.0,9100,1,RM,Inside,79500
7,4,4,4,835.0,5,835,1663,2.5,4,0,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,11641,3340,3340.0,95.0,12774,1,RL,FR2,192500
5,39,3,3,768.0,3,768,1328,1.5,3,0,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,25,6640,2304,2304.0,0.0,6000,4,RM,Inside,129500
6,11,3,4,806.0,4,806,1572,2.5,3,3,2.0,2Story,MetalSd,None,PConc,BuiltIn,36,9432,2418,2418.0,0.0,10364,1,RL,Inside,168000
6,58,3,3,739.0,5,874,1342,2.0,3,4,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,36,8052,2622,2217.0,0.0,6000,2,RM,Inside,105000
6,36,3,3,981.0,3,981,981,2.5,3,0,2.0,1Story,Plywood,None,CBlock,Detchd,36,5886,2943,2943.0,0.0,10530,5,RL,Corner,143250
5,2,3,4,1099.0,5,1099,1099,1.5,4,0,1.0,1Story,VinylSd,None,PConc,Attchd,25,5495,3297,4396.0,0.0,9525,1,RL,Inside,144000
7,8,4,4,948.0,5,1222,2110,3.5,4,2,2.0,2Story,VinylSd,None,PConc,Attchd,49,14770,4888,3792.0,0.0,8880,6,RL,Inside,205000
6,33,3,4,970.0,3,1026,1026,2.0,3,1,2.0,SFoyer,Plywood,None,CBlock,Attchd,36,6156,3078,2910.0,0.0,8410,5,RL,Corner,143000
9,7,4,5,1419.0,5,1419,1419,2.5,5,3,2.0,1Story,VinylSd,None,PConc,Attchd,81,12771,5676,7095.0,0.0,4385,6,FV,Inside,290000
9,0,5,5,2330.0,5,2364,2364,3.5,5,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,81,21276,11820,11650.0,760.0,12919,6,RL,Inside,611657
5,13,3,4,1040.0,4,1040,1040,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Detchd,25,5200,3120,4160.0,0.0,12464,6,RL,Corner,152000
8,18,4,4,1280.0,5,1280,1280,2.0,4,0,2.0,1Story,HdBoard,None,PConc,Attchd,64,10240,5120,5120.0,0.0,5005,5,RL,Inside,191500
