overall_qual,age,exter_qual,bsmt_qual,total_bsmt_sf,heating_qc,1st_flr_sf,gr_liv_area,total_bath,kitchen_qual,totrms_abvgrd,fireplace_qu,garage_age,garage_finish,garage_cars,house_style,exterior_1st,mas_vnr_type,foundation,garage_type,saleprice
5,30,3,3,914.0,3,914,914,2.0,3,5,0,30.0,1,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,134900
5,48,3,3,1350.0,4,1328,1328,2.0,3,5,4,48.0,2,1.0,1Story,VinylSd,None,CBlock,Attchd,170000
6,16,3,3,686.0,3,686,1461,1.0,3,6,4,81.0,1,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,135000
6,17,4,4,930.0,5,1364,2683,3.5,4,9,4,18.0,2,2.0,2Story,HdBoard,BrkFace,PConc,Attchd,290000
7,0,4,4,1246.0,5,1258,1258,2.0,4,6,0,0.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,173500
5,4,3,3,896.0,5,1112,2008,4.0,5,8,0,58.0,1,1.0,2Story,MetalSd,None,CBlock,Attchd,225000
5,46,3,3,864.0,3,1187,1187,2.0,3,6,3,46.0,2,2.0,1Story,Wd Sdng,None,CBlock,Attchd,140500
5,13,3,4,990.0,4,990,990,1.0,3,5,0,11.0,1,1.0,1Story,VinylSd,None,PConc,Attchd,126000
8,9,4,4,960.0,5,962,1586,3.5,4,7,0,9.0,1,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,170000
5,11,3,4,990.0,5,990,990,1.5,3,5,0,10.0,1,2.0,1Story,VinylSd,None,PConc,Attchd,156000
5,9,3,3,1484.0,3,1600,1600,2.0,3,6,4,49.0,2,1.0,1Story,MetalSd,None,CBlock,Attchd,207500
8,0,4,4,896.0,5,896,1792,2.5,4,8,0,0.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,255000
4,35,3,4,462.0,3,526,988,2.0,3,4,1,35.0,2,1.0,SLvl,CemntBd,None,CBlock,BuiltIn,94900
5,49,3,3,1170.0,3,1170,1170,1.5,3,6,3,49.0,2,1.0,1Story,BrkFace,None,CBlock,Attchd,140000
3,56,3,3,738.0,4,714,1376,1.0,3,7,0,76.0,1,1.0,2Story,MetalSd,None,BrkTil,Detchd,96900
5,43,3,3,1154.0,5,1154,1154,1.5,3,6,1,43.0,2,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,154000
8,8,4,3,725.0,5,909,1772,2.5,4,7,0,15.0,1,2.0,2Story,VinylSd,None,BrkTil,Detchd,184900
10,0,5,5,2078.0,5,2084,2084,3.0,5,7,4,1.0,3,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,385000
4,56,3,3,951.0,5,951,951,1.0,3,6,0,70.0,1,1.0,1Story,Wd Sdng,None,BrkTil,Detchd,106500
8,9,4,4,1455.0,5,1466,2687,3.5,4,10,3,9.0,2,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,327000
9,3,5,5,2458.0,5,2490,2490,3.0,5,9,4,4.0,3,3.0,1Story,VinylSd,Stone,PConc,Attchd,468000
6,59,3,3,1204.0,3,1204,1666,1.0,3,4,0,82.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,135000
6,1,4,4,1141.0,5,1141,1141,1.5,3,6,0,1.0,1,2.0,1Story,VinylSd,None,PConc,Detchd,142500
5,40,3,3,732.0,5,732,1464,1.5,3,7,0,40.0,1,2.0,2Story,MetalSd,None,CBlock,Attchd,141000
5,28,3,3,672.0,3,778,1282,2.0,3,4,0,65.0,1,1.0,1.5Fin,Plywood,None,CBlock,Detchd,108500
6,12,3,4,636.0,5,636,1320,2.5,4,6,0,12.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,150000
8,0,4,4,1580.0,5,1580,1580,2.0,4,7,0,0.0,2,3.0,1Story,VinylSd,Stone,PConc,Attchd,235128
7,5,3,4,1643.0,3,1824,1824,3.0,4,5,3,36.0,1,2.0,1Story,Plywood,Stone,CBlock,Attchd,302000
5,7,3,3,864.0,3,1558,1558,3.0,3,5,0,33.0,3,2.0,1Story,Plywood,None,CBlock,Attchd,163000
3,3,3,0,0.0,3,640,640,1.0,3,5,0,65.0,1,1.0,1Story,VinylSd,None,CBlock,Detchd,84900
6,35,3,3,855.0,3,855,1322,3.0,3,6,2,35.0,1,2.0,2Story,Plywood,None,CBlock,Attchd,147000
7,4,4,3,910.0,5,916,1826,2.5,5,7,4,94.0,1,1.0,2Story,Stucco,None,PConc,Attchd,155000
7,16,3,4,1309.0,3,1339,1339,3.0,3,6,3,16.0,3,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,180000
7,4,4,5,868.0,5,1146,1146,3.0,4,6,4,4.0,3,2.0,SLvl,VinylSd,BrkFace,PConc,Attchd,187500
6,33,3,3,1041.0,5,1125,1125,2.0,3,6,2,32.0,1,1.0,SLvl,MetalSd,BrkFace,CBlock,Detchd,125000
7,19,4,4,1017.0,4,1020,2057,1.5,4,6,4,70.0,3,1.0,1.5Fin,BrkFace,None,CBlock,Attchd,250000
5,58,3,3,481.0,3,899,899,1.0,3,5,0,78.0,1,1.0,1Story,MetalSd,None,BrkTil,Detchd,78000
8,0,5,5,1694.0,5,1694,1694,2.0,4,7,0,0.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,318000
8,12,4,4,777.0,5,1065,1911,2.5,4,8,3,13.0,2,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,215000
6,32,3,4,1193.0,3,1523,1523,2.5,3,7,3,32.0,3,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,180000
6,22,3,4,1606.0,3,1651,1651,3.0,3,7,3,22.0,3,2.0,1Story,VinylSd,Stone,CBlock,Attchd,184000
5,50,3,3,1041.0,5,1041,1041,2.0,3,6,0,50.0,2,1.0,1Story,MetalSd,BrkFace,CBlock,Attchd,124500
5,52,3,3,1604.0,3,1604,1604,2.0,3,8,0,52.0,1,2.0,1Story,HdBoard,None,CBlock,Attchd,135000
6,19,3,3,981.0,5,1014,1672,1.5,4,6,4,68.0,1,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,164900
7,37,3,3,1164.0,3,1164,1164,1.5,3,6,0,37.0,1,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,140000
5,51,3,3,1041.0,4,1041,1041,1.0,3,6,0,51.0,2,1.0,1Story,BrkFace,None,CBlock,Attchd,128000
6,30,3,4,450.0,5,1034,1034,1.5,3,6,1,30.0,3,2.0,SFoyer,HdBoard,BrkCmn,CBlock,Basment,153000
6,58,4,4,796.0,5,825,1609,1.0,3,7,0,98.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,127500
5,2,3,3,572.0,4,1337,1337,2.0,4,7,4,58.0,2,1.0,1Story,HdBoard,None,CBlock,Attchd,141500
8,15,4,5,1463.0,5,1500,2622,3.5,4,9,3,16.0,2,2.0,2Story,HdBoard,BrkFace,PConc,Attchd,325000
7,14,3,4,1594.0,5,1594,1594,2.0,4,6,3,14.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,188500
6,0,4,4,1262.0,4,1262,1262,2.0,4,5,0,0.0,3,2.0,1Story,VinylSd,Stone,PConc,Attchd,185000
6,2,3,3,624.0,5,664,1288,2.0,5,5,4,92.0,1,1.0,2Story,Stucco,None,BrkTil,Attchd,119000
5,38,3,3,630.0,3,630,1302,2.5,3,6,0,18.0,1,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,112000
8,1,4,4,1247.0,5,1247,1247,2.5,4,4,4,1.0,3,2.0,1Story,MetalSd,None,PConc,Attchd,197000
9,0,4,5,1738.0,4,1738,2589,3.5,5,11,4,0.0,2,3.0,2Story,VinylSd,Stone,PConc,Attchd,412083
8,6,4,4,1568.0,5,1689,1689,3.0,4,7,4,6.0,2,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,271000
7,4,4,4,1405.0,5,1405,1405,3.0,4,6,4,4.0,2,2.0,1Story,VinylSd,Stone,PConc,Attchd,200000
7,31,3,4,1228.0,3,1324,1324,2.5,4,5,2,31.0,3,2.0,SLvl,Plywood,Stone,CBlock,Attchd,174000
5,47,3,3,1377.0,3,1377,1377,2.0,3,6,3,42.0,1,1.0,1Story,BrkFace,None,CBlock,Attchd,156500
6,10,4,5,872.0,5,888,1756,3.5,3,7,0,11.0,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,204000
5,2,3,3,1228.0,4,1228,1228,1.5,4,6,0,42.0,1,1.0,1Story,HdBoard,None,CBlock,Attchd,149350
5,52,3,3,1008.0,4,1008,1008,1.0,3,4,4,52.0,2,1.0,1Story,BrkFace,None,CBlock,Attchd,137000
7,9,4,4,1153.0,5,1153,2031,2.5,4,8,3,10.0,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,222500
6,0,4,4,752.0,5,752,1504,2.5,4,6,0,0.0,3,2.0,2Story,VinylSd,Stone,PConc,Attchd,166000
4,55,3,0,0.0,3,1383,1383,1.0,3,6,0,29.0,1,2.0,1Story,VinylSd,None,CBlock,Attchd,122000
5,17,3,3,967.0,4,967,967,1.0,3,5,4,87.0,1,1.0,1Story,MetalSd,None,BrkTil,Detchd,99900
8,1,4,4,1656.0,5,1656,1656,2.0,4,7,0,1.0,2,3.0,1Story,VinylSd,None,PConc,Attchd,249700
6,5,3,3,1092.0,5,1152,1152,1.5,4,6,4,59.0,1,1.0,1Story,HdBoard,None,CBlock,Attchd,158500
6,6,4,4,1381.0,5,1403,1403,3.0,4,5,0,6.0,1,2.0,1Story,VinylSd,None,Wood,Attchd,202000
5,1,3,3,1626.0,5,1712,1712,2.0,3,8,0,1.0,3,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,145000
4,39,3,4,1198.0,3,1258,1258,3.0,3,6,0,39.0,1,2.0,SFoyer,Plywood,None,CBlock,CarPort,108959
5,60,3,3,747.0,3,1687,1687,2.0,3,7,3,44.0,1,2.0,1Story,Wd Sdng,None,CBlock,Detchd,160000
5,49,3,3,1560.0,3,1560,1560,2.0,3,8,0,49.0,1,2.0,1Story,Wd Sdng,Stone,CBlock,Detchd,128600
7,31,3,4,793.0,3,1142,1935,2.5,3,7,3,31.0,2,2.0,2Story,Plywood,BrkFace,CBlock,Attchd,197900
7,30,4,5,1047.0,3,1083,1083,2.0,3,5,2,30.0,2,2.0,SFoyer,VinylSd,Stone,CBlock,Attchd,172000
5,30,3,4,876.0,3,907,907,2.0,3,5,0,30.0,2,1.0,1Story,HdBoard,None,CBlock,Attchd,130000
6,8,4,5,1666.0,5,1675,1675,3.0,4,6,0,9.0,2,2.0,1Story,VinylSd,None,PConc,Attchd,195000
5,54,3,3,988.0,5,988,988,1.0,3,4,0,54.0,2,2.0,1Story,HdBoard,None,CBlock,Attchd,113000
8,5,4,5,1491.0,5,1491,1491,2.0,4,7,0,5.0,2,2.0,1Story,VinylSd,None,PConc,Attchd,209000
7,20,3,4,1645.0,5,1479,1479,4.5,4,7,2,22.0,3,2.0,SLvl,Plywood,BrkFace,PConc,Attchd,213500
5,58,3,3,631.0,3,1112,1112,1.0,3,5,0,58.0,1,2.0,1Story,MetalSd,None,CBlock,Basment,126000
6,53,3,3,1436.0,2,1689,1689,1.0,3,7,4,53.0,1,2.0,1Story,Wd Sdng,None,CBlock,Attchd,127500
9,1,5,5,1710.0,5,1710,1710,3.0,5,6,4,1.0,2,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,334000
6,48,3,3,1253.0,3,1253,1253,2.5,3,5,2,48.0,2,1.0,1Story,MetalSd,BrkFace,CBlock,Attchd,157000
5,45,3,3,864.0,4,864,864,1.0,3,5,0,45.0,1,1.0,1Story,Wd Sdng,None,CBlock,Detchd,125500
7,3,4,4,728.0,5,728,1456,3.5,4,7,4,3.0,3,2.0,2Story,WdShing,None,PConc,Attchd,189000
7,18,3,4,1188.0,5,1217,1217,3.0,4,6,0,19.0,1,2.0,SLvl,HdBoard,None,PConc,Attchd,173000
7,32,4,4,1748.0,4,2151,2646,4.0,4,9,3,32.0,2,2.0,SLvl,WdShing,BrkFace,CBlock,Attchd,260000
8,2,4,4,866.0,5,866,1768,2.5,4,7,0,2.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,212000
5,10,4,4,870.0,5,914,914,1.0,3,5,0,8.0,1,2.0,SFoyer,VinylSd,None,PConc,Detchd,148000
6,46,3,3,533.0,3,1131,1775,2.0,3,8,0,46.0,1,2.0,SLvl,HdBoard,None,CBlock,Attchd,136300
5,30,3,4,1361.0,5,1361,2620,3.0,3,12,3,30.0,2,2.0,1.5Fin,Plywood,None,CBlock,BuiltIn,190000
5,2,3,2,797.0,3,830,1627,2.0,3,10,0,58.0,1,2.0,2Story,MetalSd,None,BrkTil,Detchd,139500
7,4,4,4,660.0,5,660,1320,2.5,4,6,0,4.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,162000
4,57,3,3,732.0,4,772,1123,1.0,3,4,0,28.0,1,1.0,1.5Fin,AsbShng,None,PConc,Detchd,100000
5,3,3,3,864.0,5,874,874,2.0,3,5,0,38.0,2,1.0,1Story,Plywood,None,CBlock,Attchd,126500
7,20,4,3,1502.0,5,1553,2730,3.5,4,8,3,20.0,3,2.0,2Story,Plywood,BrkFace,CBlock,Attchd,301000
6,10,3,4,824.0,5,905,1786,3.5,4,7,0,10.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,204750
4,59,3,0,0.0,2,1040,1040,2.0,3,6,0,53.0,1,2.0,1Story,BrkFace,None,Slab,Detchd,90000
5,48,3,3,973.0,3,1377,2350,2.0,3,10,0,78.0,1,2.0,2Story,AsbShng,None,BrkTil,2Types,130000
5,38,3,4,900.0,5,884,1770,2.5,3,7,0,38.0,2,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,155000
5,48,3,3,1269.0,3,1269,1269,1.5,3,6,2,44.0,1,1.0,1Story,BrkFace,None,CBlock,Detchd,155000
5,45,3,3,1039.0,5,1039,1039,2.5,3,6,0,45.0,1,2.0,1Story,Plywood,None,PConc,Attchd,131500
6,38,3,3,1156.0,5,1520,1520,2.0,3,7,4,55.0,2,1.0,SLvl,AsbShng,BrkFace,CBlock,Basment,153000
8,2,4,5,1704.0,5,1704,1704,3.0,4,7,4,2.0,2,3.0,1Story,VinylSd,Stone,PConc,Attchd,306000
9,0,4,5,1686.0,5,1686,1686,3.0,5,6,4,0.0,3,3.0,1Story,MetalSd,BrkFace,PConc,Attchd,332200
8,0,4,4,1638.0,5,1646,1646,3.0,4,7,4,0.0,2,3.0,1Story,VinylSd,Stone,PConc,Attchd,293077
4,46,3,3,914.0,5,914,914,1.0,3,4,0,46.0,1,1.0,1Story,MetalSd,None,BrkTil,Basment,128000
6,3,3,3,1149.0,4,1149,1616,2.0,4,5,0,81.0,1,1.0,1Story,MetalSd,None,BrkTil,Detchd,152000
6,57,3,3,1008.0,3,1178,2210,2.0,2,8,0,77.0,1,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,117500
6,57,3,3,845.0,3,866,1296,1.0,3,6,0,27.0,1,2.0,1.5Fin,MetalSd,None,BrkTil,Detchd,127500
8,26,4,4,2461.0,4,2497,2497,3.0,4,7,4,26.0,2,2.0,1Story,BrkFace,None,CBlock,Attchd,373000
7,3,3,4,423.0,5,896,1652,3.5,4,6,0,16.0,2,2.0,SLvl,VinylSd,BrkFace,PConc,BuiltIn,203135
7,13,4,4,880.0,5,909,1716,2.5,4,7,3,13.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,191000
5,52,3,0,0.0,3,1014,1014,1.0,3,6,0,52.0,2,1.0,1Story,HdBoard,None,Slab,Attchd,98000
8,3,4,5,1422.0,5,1432,1432,2.0,4,7,4,3.0,3,2.0,1Story,VinylSd,Stone,PConc,Attchd,245000
7,10,4,5,1650.0,5,1680,1680,3.0,4,7,3,11.0,3,2.0,1Story,VinylSd,None,PConc,Attchd,213250
4,58,3,0,0.0,3,869,869,1.0,3,3,0,60.0,1,1.0,1Story,MetalSd,None,Slab,Detchd,89900
7,11,3,4,832.0,4,885,1718,2.5,3,7,3,11.0,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,185000
6,34,3,3,525.0,3,525,1092,1.5,3,6,0,34.0,1,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,113500
3,56,3,3,715.0,2,715,715,1.0,3,4,0,39.0,1,2.0,1Story,Wd Sdng,None,CBlock,Detchd,68000
7,7,4,5,1560.0,5,1560,1560,2.0,4,7,0,7.0,3,2.0,1Story,VinylSd,None,PConc,Attchd,201000
7,3,4,4,866.0,4,866,1768,2.5,4,7,0,3.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,226700
10,0,5,5,2320.0,5,2290,2290,4.5,5,7,4,0.0,3,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,500067
7,1,4,4,848.0,5,848,1598,2.5,4,7,4,2.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,201490
5,14,3,4,990.0,5,990,990,2.0,3,5,0,11.0,1,2.0,1Story,VinylSd,None,PConc,Detchd,155000
5,31,3,4,941.0,4,941,941,2.0,4,4,0,31.0,1,2.0,SFoyer,Plywood,BrkFace,CBlock,Attchd,145000
6,9,3,2,611.0,5,751,1362,2.0,3,6,0,88.0,3,2.0,2Story,Wd Sdng,None,BrkTil,Detchd,128000
6,7,3,4,915.0,5,940,1690,3.5,3,7,3,7.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,187000
6,3,3,4,547.0,4,1072,1072,2.0,3,5,0,4.0,3,2.0,SFoyer,VinylSd,BrkFace,Wood,Basment,145500
4,59,3,3,572.0,2,572,572,1.0,3,4,0,69.0,1,1.0,1Story,MetalSd,None,BrkTil,Detchd,75000
7,1,4,4,1546.0,5,1546,1546,2.0,4,7,0,2.0,2,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,217000
7,2,4,4,1336.0,5,1346,1346,3.0,4,6,3,2.0,3,3.0,1Story,VinylSd,Stone,PConc,Attchd,220000
6,34,3,3,732.0,4,1012,1790,3.0,3,8,3,34.0,2,2.0,2Story,VinylSd,None,CBlock,Attchd,165150
6,30,3,4,940.0,3,1026,1026,2.0,3,5,0,27.0,1,2.0,SLvl,Plywood,None,CBlock,Detchd,147000
7,13,4,4,1504.0,5,1504,1504,3.0,4,6,3,13.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,203000
5,51,3,3,1398.0,4,1700,1700,2.0,4,6,4,51.0,2,2.0,1Story,BrkFace,None,CBlock,Attchd,165500
6,14,3,3,822.0,4,1020,1851,2.5,4,7,2,43.0,2,2.0,2Story,Wd Sdng,BrkFace,CBlock,Attchd,187000
6,9,4,4,756.0,5,756,1512,3.5,4,4,0,9.0,1,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,180000
6,2,3,3,651.0,4,759,1298,2.0,3,8,4,13.0,1,1.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,146500
7,7,4,3,1673.0,5,1673,1673,3.0,4,7,3,7.0,2,2.0,1Story,VinylSd,None,PConc,Attchd,270000
6,18,3,4,936.0,5,996,996,2.0,4,5,0,18.0,1,2.0,SFoyer,HdBoard,None,PConc,Attchd,147000
6,6,3,3,816.0,3,816,1224,2.0,3,5,0,60.0,1,1.0,1.5Fin,WdShing,None,CBlock,Detchd,132000
4,59,2,3,840.0,5,840,1374,1.0,3,6,0,42.0,3,1.0,1.5Fin,CBlock,None,PConc,Detchd,105000
8,7,5,4,1650.0,5,1690,3279,4.5,5,12,4,7.0,3,3.0,2Story,CemntBd,BrkFace,PConc,BuiltIn,538000
9,2,4,5,1652.0,5,1652,1652,3.0,5,6,5,3.0,3,2.0,1Story,VinylSd,Stone,PConc,Attchd,325000
5,15,4,3,1046.0,4,1054,1054,1.0,3,6,0,61.0,1,1.0,1Story,VinylSd,None,CBlock,Detchd,124000
5,41,3,3,935.0,3,935,935,2.0,3,5,0,41.0,1,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,137000
4,59,3,3,1313.0,3,1313,2377,2.0,4,8,3,55.0,1,2.0,1.5Fin,MetalSd,None,BrkTil,Detchd,142900
5,3,3,3,924.0,5,1122,1122,2.0,4,6,0,60.0,1,2.0,1Story,MetalSd,None,CBlock,Attchd,147000
5,39,3,3,1180.0,3,1180,1180,1.5,3,6,0,39.0,2,2.0,1Story,HdBoard,None,CBlock,Attchd,128000
7,56,3,3,815.0,5,815,1690,1.0,3,7,4,90.0,1,1.0,2.5Unf,MetalSd,None,BrkTil,Detchd,144000
8,4,4,4,1370.0,5,1370,1370,2.0,4,6,4,4.0,2,2.0,1Story,VinylSd,Stone,PConc,Attchd,205000
5,10,3,3,1486.0,5,1486,1486,2.0,3,7,0,41.0,3,2.0,1Story,MetalSd,None,PConc,Detchd,167000
5,59,3,3,676.0,5,676,1131,1.5,3,5,0,68.0,1,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,66500
8,13,4,4,1286.0,5,1565,2799,3.5,4,8,3,13.0,3,3.0,2Story,HdBoard,BrkFace,PConc,Attchd,315000
7,1,4,4,728.0,5,728,1456,2.5,4,8,3,1.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,155835
8,13,4,4,1587.0,5,1734,1734,3.0,4,6,0,14.0,2,2.0,1Story,CemntBd,None,PConc,Attchd,239500
9,3,4,5,1504.0,5,1531,1531,3.0,5,6,4,3.0,3,3.0,1Story,VinylSd,Stone,PConc,Attchd,300000
8,5,4,4,1922.0,5,1922,1922,3.0,4,6,5,5.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,282000
5,47,3,3,1144.0,3,1144,1144,1.0,3,6,4,47.0,2,1.0,1Story,HdBoard,BrkCmn,CBlock,Attchd,120000
7,3,3,4,1385.0,5,1363,1363,2.0,3,5,3,54.0,1,2.0,1Story,Plywood,None,CBlock,Attchd,241500
9,0,5,4,1858.0,5,1866,1866,3.0,5,7,4,0.0,3,3.0,1Story,MetalSd,BrkFace,PConc,Attchd,336860
3,56,3,3,1007.0,2,1077,1077,1.0,3,6,4,84.0,1,1.0,1Story,Wd Sdng,None,BrkTil,Detchd,91000
7,3,4,5,1594.0,5,1646,1646,3.5,5,5,4,4.0,3,2.0,1Story,CemntBd,Stone,PConc,Attchd,250000
7,0,4,4,1248.0,5,1248,1248,2.0,4,5,0,1.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,167240
7,3,4,4,1235.0,5,1245,1245,2.0,4,5,0,4.0,2,2.0,1Story,MetalSd,None,PConc,Attchd,178000
6,44,3,3,1052.0,3,1052,1052,2.0,3,6,0,44.0,3,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,127000
6,43,3,3,1829.0,4,1829,1829,3.0,3,8,0,43.0,2,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,218500
4,52,3,3,952.0,5,952,952,1.0,3,4,0,52.0,1,1.0,1Story,VinylSd,None,CBlock,Detchd,135750
7,1,4,4,1480.0,5,1480,1480,3.0,4,7,0,7.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,214000
8,3,4,4,1844.0,5,1844,1844,3.0,4,7,4,4.0,3,2.0,1Story,VinylSd,Stone,PConc,Attchd,257000
6,8,3,3,825.0,5,825,1497,2.0,3,5,0,4.0,1,1.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,157000
5,56,3,3,976.0,3,976,976,2.0,3,5,0,64.0,1,1.0,1Story,MetalSd,None,CBlock,Detchd,102000
5,3,3,4,876.0,5,964,964,2.0,3,5,0,88.0,1,2.0,1Story,Wd Sdng,None,BrkTil,Detchd,163500
7,10,4,4,1490.0,5,1501,1501,3.0,4,6,0,10.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,204000
5,53,3,3,1150.0,5,1560,1560,1.0,3,7,3,53.0,1,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,103500
5,49,3,3,864.0,3,864,864,1.5,3,6,0,49.0,1,1.0,1Story,MetalSd,None,CBlock,Attchd,118000
7,6,4,4,1525.0,5,1525,1525,3.0,4,6,0,6.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,235000
5,44,3,3,1106.0,3,1190,1190,2.0,3,6,0,44.0,1,2.0,SLvl,Wd Sdng,BrkFace,CBlock,Attchd,132500
8,1,4,4,1302.0,5,1302,1830,2.5,4,7,0,1.0,2,3.0,2Story,VinylSd,None,PConc,BuiltIn,221300
7,5,4,4,1500.0,5,1500,1500,2.0,4,6,0,5.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,190000
7,4,4,4,826.0,5,878,1762,2.5,4,6,0,4.0,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,222000
7,8,4,4,1902.0,3,1902,1902,3.0,5,7,3,51.0,3,2.0,1Story,BrkFace,None,PConc,Attchd,335000
8,1,4,4,1614.0,5,1658,1658,2.5,4,7,4,1.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,257500
9,0,4,4,1498.0,5,1506,1506,2.0,5,6,4,0.0,3,2.0,1Story,VinylSd,Stone,PConc,Attchd,264132
5,5,3,3,864.0,5,899,899,1.0,4,5,0,42.0,3,1.0,1Story,HdBoard,BrkFace,PConc,Attchd,130000
5,27,3,3,297.0,5,1001,1654,2.0,3,7,4,54.0,1,1.0,1.5Fin,WdShing,None,CBlock,Detchd,137000
5,13,3,3,520.0,3,912,912,1.0,3,5,0,74.0,2,1.0,1Story,Wd Sdng,None,BrkTil,Detchd,99500
5,32,3,4,1319.0,3,1373,1373,2.0,3,5,3,32.0,3,2.0,SFoyer,Plywood,None,CBlock,Attchd,160250
7,2,4,4,970.0,5,970,1709,2.0,4,7,0,2.0,1,2.0,2Story,VinylSd,Stone,PConc,Detchd,130000
5,57,3,3,816.0,5,816,816,1.0,3,5,0,85.0,1,1.0,1Story,Stucco,None,BrkTil,Detchd,75200
6,13,3,4,384.0,5,1091,1091,1.5,3,5,0,16.0,3,1.0,SLvl,HdBoard,None,CBlock,Attchd,131250
6,15,3,3,1081.0,3,1081,1081,2.0,3,5,0,48.0,1,1.0,1Story,Wd Sdng,BrkFace,CBlock,CarPort,148000
5,44,3,3,1024.0,4,1020,1020,2.0,3,5,0,44.0,1,1.0,1Story,HdBoard,None,CBlock,Attchd,124100
7,1,5,3,944.0,4,999,999,2.0,5,6,0,47.0,2,2.0,SFoyer,CemntBd,Stone,CBlock,Attchd,178400
7,8,4,4,853.0,5,853,1753,3.5,3,7,2,9.0,2,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,217000
8,0,4,4,1100.0,5,1116,1964,2.5,4,8,4,1.0,3,2.0,2Story,CemntBd,Stone,PConc,BuiltIn,252000
7,3,4,4,1141.0,5,1141,1141,2.5,4,6,0,3.0,2,2.0,1Story,VinylSd,None,PConc,Detchd,152000
7,6,3,3,832.0,5,854,854,1.0,3,5,0,16.0,1,2.0,1.5Unf,Wd Sdng,None,BrkTil,Detchd,132000
6,56,3,2,770.0,3,885,1182,1.5,3,5,0,61.0,1,1.0,1.5Fin,VinylSd,None,CBlock,Detchd,120000
9,0,5,5,1606.0,5,1625,2091,3.5,5,8,4,1.0,2,2.0,2Story,MetalSd,BrkFace,PConc,Attchd,338500
4,16,3,3,576.0,4,985,985,1.5,3,4,0,21.0,1,2.0,1Story,MetalSd,None,BrkTil,Detchd,105000
7,11,3,4,729.0,5,729,1446,3.0,3,6,3,12.0,1,2.0,2Story,HdBoard,None,PConc,Attchd,175000
7,31,3,4,1160.0,5,1156,2022,2.5,3,8,3,31.0,3,2.0,2Story,Plywood,BrkFace,CBlock,Attchd,192000
7,1,4,4,847.0,5,847,1948,2.5,4,8,4,2.0,3,2.0,2Story,VinylSd,None,PConc,BuiltIn,195000
